"Drawing Date","Winning Numbers","Powerball","Powerplay"
"2012-04-11","16 - 23 - 42 - 44 - 47","2",""
"2012-04-07","5 - 13 - 17 - 20 - 30","18",""
"2012-04-04","1 - 24 - 33 - 45 - 49","6",""
"2012-03-31","5 - 14 - 36 - 54 - 58","27",""
"2012-03-28","11 - 16 - 29 - 50 - 58","33",""
"2012-03-24","1 - 15 - 35 - 37 - 47","8",""
"2012-03-21","32 - 43 - 53 - 55 - 56","6",""
"2012-03-17","11 - 14 - 49 - 55 - 58","30",""
"2012-03-14","1 - 8 - 41 - 46 - 59","24",""
"2012-03-10","5 - 14 - 17 - 20 - 41","5",""
"2012-03-07","12 - 35 - 45 - 46 - 47","12",""
"2012-03-03","29 - 30 - 45 - 47 - 49","35",""
"2012-02-29","1 - 4 - 11 - 23 - 26","14",""
"2012-02-25","6 - 11 - 42 - 53 - 54","7",""
"2012-02-22","7 - 16 - 17 - 39 - 51","32",""
"2012-02-18","23 - 28 - 50 - 56 - 59","5",""
"2012-02-15","11 - 12 - 32 - 52 - 56","11",""
"2012-02-11","1 - 10 - 37 - 52 - 57","11",""
"2012-02-08","17 - 28 - 38 - 39 - 51","33",""
"2012-02-04","15 - 23 - 43 - 45 - 56","7",""
"2012-02-01","8 - 13 - 17 - 34 - 59","35",""
"2012-01-28","5 - 33 - 41 - 54 - 59","13",""
"2012-01-25","4 - 19 - 28 - 29 - 47","5",""
"2012-01-21","12 - 24 - 43 - 44 - 45","7",""
"2012-01-18","6 - 29 - 34 - 44 - 50","28",""
"2012-01-14","10 - 30 - 36 - 38 - 41","1","x5"
"2012-01-11","5 - 19 - 29 - 45 - 47","25","x2"
"2012-01-07","3 - 21 - 24 - 38 - 39","24","x5"
"2012-01-04","21 - 35 - 46 - 47 - 50","2","x4"
"2011-12-31","5 - 23 - 25 - 28 - 40","34","x4"
"2011-12-28","16 - 21 - 27 - 41 - 45","14","x2"
"2011-12-24","14 - 16 - 30 - 51 - 52","19","x2"
"2011-12-21","10 - 13 - 15 - 31 - 54","18","x5"
"2011-12-17","13 - 28 - 49 - 51 - 59","33","x4"
"2011-12-14","2 - 24 - 46 - 52 - 56","19","x5"
"2011-12-10","4 - 19 - 33 - 41 - 59","9","x5"
"2011-12-07","3 - 14 - 20 - 39 - 40","37","x2"
"2011-12-03","5 - 18 - 33 - 43 - 45","8","x3"
"2011-11-30","2 - 6 - 34 - 35 - 47","22","x2"
"2011-11-26","20 - 37 - 39 - 45 - 55","28","x2"
"2011-11-23","4 - 30 - 35 - 57 - 59","25","x2"
"2011-11-19","9 - 16 - 17 - 28 - 30","11","x3"
"2011-11-16","13 - 22 - 25 - 39 - 51","28","x2"
"2011-11-12","4 - 35 - 36 - 51 - 56","8","x5"
"2011-11-09","5 - 35 - 57 - 58 - 59","12","x3"
"2011-11-05","2 - 33 - 39 - 40 - 43","26","x3"
"2011-11-02","12 - 14 - 34 - 39 - 46","36","x4"
"2011-10-29","11 - 16 - 40 - 51 - 56","38","x5"
"2011-10-26","1 - 18 - 21 - 39 - 55","6","x3"
"2011-10-22","3 - 8 - 23 - 30 - 58","13","x4"
"2011-10-19","16 - 26 - 35 - 52 - 58","2","x5"
"2011-10-15","5 - 10 - 24 - 38 - 43","1","x4"
"2011-10-12","10 - 12 - 23 - 43 - 47","18","x3"
"2011-10-08","3 - 27 - 35 - 37 - 45","31","x5"
"2011-10-05","7 - 20 - 43 - 46 - 54","17","x4"
"2011-10-01","1 - 12 - 23 - 27 - 43","31","x3"
"2011-09-28","30 - 41 - 50 - 51 - 53","8","x2"
"2011-09-24","3 - 4 - 12 - 27 - 44","26","x5"
"2011-09-21","12 - 47 - 48 - 52 - 55","13","x4"
"2011-09-17","6 - 20 - 22 - 32 - 43","11","x2"
"2011-09-14","16 - 41 - 42 - 50 - 59","5","x3"
"2011-09-10","4 - 19 - 22 - 32 - 53","24","x4"
"2011-09-07","3 - 5 - 18 - 27 - 54","13","x4"
"2011-09-03","15 - 25 - 52 - 53 - 54","2","x5"
"2011-08-31","13 - 19 - 35 - 47 - 57","29","x5"
"2011-08-27","2 - 12 - 25 - 54 - 58","14","x3"
"2011-08-24","9 - 13 - 47 - 49 - 53","39","x5"
"2011-08-20","2 - 17 - 23 - 28 - 47","36","x2"
"2011-08-17","18 - 28 - 31 - 48 - 52","37","x4"
"2011-08-13","9 - 12 - 35 - 50 - 58","4","x2"
"2011-08-10","11 - 18 - 36 - 41 - 46","38","x4"
"2011-08-06","25 - 30 - 54 - 57 - 59","6","x3"
"2011-08-03","13 - 19 - 21 - 28 - 49","11","x2"
"2011-07-30","20 - 40 - 41 - 47 - 55","19","x2"
"2011-07-27","38 - 40 - 41 - 51 - 59","33","x2"
"2011-07-23","1 - 7 - 27 - 38 - 48","30","x3"
"2011-07-20","1 - 4 - 38 - 40 - 42","17","x4"
"2011-07-16","24 - 28 - 48 - 50 - 54","25","x3"
"2011-07-13","8 - 18 - 19 - 32 - 54","8","x4"
"2011-07-09","1 - 9 - 11 - 23 - 31","6","x3"
"2011-07-06","11 - 15 - 24 - 50 - 55","8","x2"
"2011-07-02","1 - 11 - 18 - 29 - 51","32","x3"
"2011-06-29","24 - 30 - 45 - 57 - 59","26","x3"
"2011-06-25","18 - 36 - 39 - 41 - 57","12","x4"
"2011-06-22","12 - 15 - 19 - 46 - 59","12","x4"
"2011-06-18","12 - 21 - 22 - 38 - 41","18","x2"
"2011-06-15","19 - 20 - 38 - 41 - 43","29","x4"
"2011-06-11","16 - 18 - 27 - 36 - 50","8","x3"
"2011-06-08","14 - 37 - 44 - 45 - 53","29","x5"
"2011-06-04","17 - 19 - 39 - 41 - 58","21","x5"
"2011-06-01","8 - 18 - 38 - 46 - 56","31","x4"
"2011-05-28","12 - 20 - 43 - 51 - 55","11","x4"
"2011-05-25","4 - 23 - 31 - 42 - 50","23","x2"
"2011-05-21","2 - 8 - 40 - 49 - 50","36","x3"
"2011-05-18","7 - 12 - 13 - 42 - 49","16","x4"
"2011-05-14","8 - 17 - 18 - 40 - 44","16","x2"
"2011-05-11","9 - 17 - 32 - 43 - 45","31","x3"
"2011-05-07","2 - 11 - 27 - 47 - 55","15","x4"
"2011-05-04","3 - 15 - 27 - 29 - 41","24","x4"
"2011-04-30","6 - 13 - 15 - 32 - 41","3","x2"
"2011-04-27","4 - 24 - 40 - 44 - 55","5","x2"
"2011-04-23","3 - 11 - 47 - 48 - 58","19","x3"
"2011-04-20","9 - 24 - 34 - 36 - 43","27","x3"
"2011-04-16","21 - 33 - 44 - 45 - 55","7","x5"
"2011-04-13","4 - 23 - 39 - 49 - 50","39","x3"
"2011-04-09","5 - 14 - 32 - 53 - 56","11","x4"
"2011-04-06","10 - 18 - 41 - 55 - 56","15","x2"
"2011-04-02","6 - 22 - 34 - 43 - 45","23","x2"
"2011-03-30","19 - 20 - 42 - 56 - 58","37","x4"
"2011-03-26","4 - 10 - 11 - 19 - 33","27","x4"
"2011-03-23","5 - 15 - 26 - 28 - 32","9","x2"
"2011-03-19","3 - 11 - 20 - 27 - 46","8","x2"
"2011-03-16","28 - 39 - 40 - 48 - 53","9","x3"
"2011-03-12","1 - 4 - 12 - 41 - 47","3","x4"
"2011-03-09","12 - 20 - 28 - 40 - 48","8","x2"
"2011-03-05","2 - 23 - 31 - 42 - 48","21","x2"
"2011-03-02","7 - 31 - 50 - 51 - 58","6","x2"
"2011-02-26","4 - 13 - 17 - 21 - 45","10","x5"
"2011-02-23","29 - 32 - 36 - 39 - 49","29","x3"
"2011-02-19","3 - 12 - 34 - 37 - 42","36","x5"
"2011-02-16","9 - 13 - 21 - 23 - 48","24","x2"
"2011-02-12","11 - 32 - 36 - 48 - 52","19","x4"
"2011-02-09","7 - 11 - 39 - 42 - 51","30","x4"
"2011-02-05","15 - 37 - 41 - 56 - 59","5","x5"
"2011-02-02","3 - 14 - 33 - 53 - 57","36","x4"
"2011-01-29","24 - 28 - 45 - 49 - 52","2","x4"
"2011-01-26","4 - 5 - 36 - 47 - 58","6","x3"
"2011-01-22","30 - 31 - 34 - 45 - 51","23","x2"
"2011-01-19","22 - 36 - 51 - 56 - 59","32","x3"
"2011-01-15","9 - 13 - 22 - 23 - 37","31","x3"
"2011-01-12","19 - 21 - 23 - 40 - 48","27","x4"
"2011-01-08","6 - 7 - 26 - 33 - 52","24","x2"
"2011-01-05","22 - 26 - 32 - 38 - 40","7","x5"
"2011-01-01","18 - 22 - 37 - 47 - 54","36","x2"
"2010-12-29","3 - 16 - 18 - 20 - 37","30","x2"
"2010-12-25","1 - 17 - 38 - 50 - 52","24","x2"
"2010-12-22","11 - 33 - 44 - 46 - 47","12","x2"
"2010-12-18","4 - 11 - 19 - 33 - 43","14","x4"
"2010-12-15","10 - 11 - 18 - 32 - 45","18","x5"
"2010-12-11","1 - 8 - 10 - 19 - 20","23","x2"
"2010-12-08","8 - 11 - 25 - 41 - 58","16","x4"
"2010-12-04","13 - 24 - 27 - 31 - 42","22","x5"
"2010-12-01","5 - 10 - 11 - 12 - 20","2","x3"
"2010-11-27","10 - 30 - 37 - 47 - 54","39","x5"
"2010-11-24","8 - 20 - 21 - 32 - 37","4","x3"
"2010-11-20","10 - 12 - 38 - 53 - 57","1","x5"
"2010-11-17","14 - 16 - 53 - 54 - 59","5","x3"
"2010-11-13","17 - 30 - 48 - 51 - 54","29","x5"
"2010-11-10","5 - 8 - 11 - 40 - 44","10","x4"
"2010-11-06","7 - 12 - 23 - 34 - 38","33","x4"
"2010-11-03","34 - 38 - 39 - 45 - 50","33","x2"
"2010-10-30","1 - 7 - 27 - 36 - 49","39","x5"
"2010-10-27","20 - 24 - 25 - 53 - 59","15","x5"
"2010-10-23","2 - 7 - 16 - 20 - 46","34","x4"
"2010-10-20","7 - 17 - 20 - 39 - 59","17","x3"
"2010-10-16","11 - 12 - 15 - 16 - 28","11","x2"
"2010-10-13","12 - 22 - 32 - 34 - 46","2","x4"
"2010-10-09","2 - 6 - 32 - 42 - 49","35","x3"
"2010-10-06","14 - 26 - 37 - 41 - 46","24","x5"
"2010-10-02","12 - 20 - 30 - 36 - 47","25","x4"
"2010-09-29","13 - 44 - 51 - 52 - 55","30","x4"
"2010-09-25","8 - 16 - 27 - 35 - 42","30","x2"
"2010-09-22","10 - 24 - 36 - 52 - 55","15","x5"
"2010-09-18","1 - 18 - 37 - 39 - 44","13","x4"
"2010-09-15","7 - 20 - 21 - 34 - 43","34","x5"
"2010-09-11","7 - 17 - 20 - 36 - 59","33","x4"
"2010-09-08","10 - 35 - 39 - 51 - 57","20","x5"
"2010-09-04","11 - 14 - 22 - 33 - 42","38","x2"
"2010-09-01","17 - 20 - 21 - 40 - 51","19","x3"
"2010-08-28","4 - 22 - 27 - 32 - 56","13","x4"
"2010-08-25","16 - 17 - 29 - 31 - 36","23","x3"
"2010-08-21","7 - 10 - 12 - 22 - 27","26","x2"
"2010-08-18","4 - 32 - 33 - 47 - 55","39","x3"
"2010-08-14","9 - 33 - 36 - 50 - 58","31","x2"
"2010-08-11","7 - 10 - 22 - 23 - 52","29","x2"
"2010-08-07","4 - 22 - 26 - 31 - 52","30","x5"
"2010-08-04","19 - 28 - 30 - 37 - 53","36","x4"
"2010-07-31","1 - 16 - 17 - 41 - 57","15","x3"
"2010-07-28","1 - 11 - 20 - 25 - 27","2","x5"
"2010-07-24","20 - 30 - 38 - 46 - 59","27","x2"
"2010-07-21","16 - 22 - 30 - 51 - 58","25","x3"
"2010-07-17","22 - 27 - 35 - 37 - 45","3","x4"
"2010-07-14","20 - 21 - 23 - 38 - 42","6","x3"
"2010-07-10","20 - 21 - 27 - 28 - 56","4","x4"
"2010-07-07","10 - 41 - 44 - 48 - 56","4","x2"
"2010-07-03","3 - 10 - 14 - 52 - 53","3","x3"
"2010-06-30","6 - 38 - 43 - 47 - 48","27","x5"
"2010-06-26","13 - 30 - 32 - 38 - 57","25","x4"
"2010-06-23","11 - 30 - 45 - 47 - 48","10","x3"
"2010-06-19","9 - 30 - 31 - 50 - 54","39","x3"
"2010-06-16","8 - 11 - 18 - 29 - 36","6","x5"
"2010-06-12","9 - 12 - 13 - 35 - 38","30","x10"
"2010-06-09","14 - 22 - 27 - 32 - 49","5","x4"
"2010-06-05","18 - 34 - 40 - 48 - 59","25","x4"
"2010-06-02","4 - 9 - 14 - 39 - 43","38","x4"
"2010-05-29","1 - 3 - 24 - 28 - 41","10","x4"
"2010-05-26","1 - 6 - 10 - 13 - 20","32","x4"
"2010-03-13","6 - 16 - 20 - 31 - 36","8","x5"
"2010-03-06","10 - 29 - 33 - 41 - 59","15","x2"
"2010-03-03","7 - 9 - 14 - 45 - 49","23","x4"
"2010-02-27","18 - 47 - 51 - 53 - 58","30","x2"
"2010-02-24","4 - 17 - 35 - 50 - 57","12","x2"
"2010-02-20","13 - 27 - 37 - 41 - 54","32","x2"
"2010-02-17","7 - 8 - 19 - 26 - 36","15","x3"
"2010-02-13","10 - 14 - 30 - 40 - 51","1","x4"
"2010-02-10","5 - 8 - 29 - 37 - 38","34","x5"
"2010-02-06","14 - 22 - 52 - 54 - 59","4","x3"
"2010-02-03","17 - 22 - 36 - 37 - 52","24","x2"
"2010-01-30","6 - 26 - 35 - 47 - 48","21","x3"
"2010-01-27","6 - 15 - 20 - 26 - 31","9","x5"
"2010-01-23","15 - 16 - 20 - 42 - 53","17","x2"
"2010-01-20","15 - 32 - 43 - 44 - 46","19","x4"
"2010-01-16","7 - 8 - 23 - 41 - 55","23","x5"
"2010-01-13","8 - 11 - 15 - 32 - 50","27","x3"
"2010-01-09","20 - 41 - 44 - 50 - 54","22","x2"
"2010-01-06","20 - 27 - 29 - 56 - 58","31","x2"
"2010-01-02","3 - 7 - 23 - 27 - 42","37","x3"
"2009-12-30","5 - 14 - 38 - 39 - 52","6","x3"
"2009-12-26","32 - 36 - 37 - 41 - 53","30","x3"
"2009-12-23","8 - 32 - 49 - 51 - 52","23","x4"
"2009-12-19","17 - 24 - 39 - 41 - 47","21","x3"
"2009-12-16","13 - 23 - 25 - 35 - 43","15","x5"
"2009-12-12","12 - 13 - 14 - 35 - 41","29","x2"
"2009-12-09","1 - 5 - 12 - 13 - 58","21","x5"
"2009-12-05","27 - 39 - 41 - 44 - 58","17","x3"
"2009-12-02","14 - 34 - 37 - 46 - 55","37","x4"
"2009-11-28","26 - 27 - 28 - 46 - 50","21","x3"
"2009-11-25","4 - 13 - 18 - 49 - 59","5","x2"
"2009-11-21","7 - 26 - 36 - 49 - 58","4","x5"
"2009-11-18","32 - 42 - 50 - 58 - 59","31","x4"
"2009-11-14","19 - 30 - 32 - 48 - 57","14","x5"
"2009-11-11","8 - 12 - 14 - 22 - 29","22","x2"
"2009-11-07","7 - 32 - 37 - 46 - 50","26","x5"
"2009-11-04","10 - 11 - 14 - 45 - 51","17","x3"
"2009-10-31","2 - 19 - 26 - 41 - 54","23","x5"
"2009-10-28","3 - 11 - 26 - 46 - 51","23","x5"
"2009-10-24","14 - 22 - 38 - 49 - 59","16","x2"
"2009-10-21","6 - 16 - 34 - 45 - 51","4","x2"
"2009-10-17","5 - 16 - 25 - 30 - 49","39","x5"
"2009-10-14","5 - 15 - 25 - 30 - 40","6","x2"
"2009-10-10","13 - 32 - 45 - 49 - 50","30","x3"
"2009-10-07","2 - 20 - 21 - 38 - 50","22","x3"
"2009-10-03","12 - 24 - 48 - 50 - 57","22","x3"
"2009-09-30","41 - 42 - 52 - 54 - 57","30","x3"
"2009-09-26","18 - 20 - 34 - 36 - 39","19","x3"
"2009-09-23","7 - 8 - 20 - 25 - 29","11","x5"
"2009-09-19","5 - 24 - 25 - 30 - 49","23","x3"
"2009-09-16","17 - 37 - 40 - 51 - 56","25","x2"
"2009-09-12","13 - 28 - 38 - 41 - 56","25","x2"
"2009-09-09","4 - 16 - 18 - 51 - 53","23","x4"
"2009-09-05","9 - 16 - 27 - 35 - 57","29","x3"
"2009-09-02","18 - 23 - 36 - 47 - 59","36","x4"
"2009-08-29","1 - 20 - 37 - 52 - 53","33","x3"
"2009-08-26","1 - 21 - 23 - 30 - 43","11","x3"
"2009-08-22","3 - 6 - 20 - 32 - 51","23","x5"
"2009-08-19","14 - 24 - 31 - 43 - 51","27","x5"
"2009-08-15","14 - 15 - 26 - 32 - 36","12","x5"
"2009-08-12","10 - 25 - 32 - 34 - 47","5","x3"
"2009-08-08","4 - 33 - 37 - 45 - 50","11","x4"
"2009-08-05","25 - 34 - 41 - 46 - 49","29","x3"
"2009-08-01","5 - 37 - 39 - 46 - 53","8","x4"
"2009-07-29","2 - 5 - 38 - 43 - 59","8","x2"
"2009-07-25","5 - 17 - 33 - 46 - 52","9","x5"
"2009-07-22","4 - 6 - 16 - 22 - 32","11","x2"
"2009-07-18","4 - 21 - 26 - 28 - 47","37","x4"
"2009-07-15","26 - 50 - 51 - 52 - 57","37","x5"
"2009-07-11","1 - 4 - 20 - 39 - 42","2","x5"
"2009-07-08","19 - 42 - 50 - 53 - 56","39","x2"
"2009-07-04","4 - 9 - 22 - 41 - 44","14","x3"
"2009-07-01","9 - 32 - 38 - 52 - 53","15","x2"
"2009-06-27","18 - 22 - 26 - 39 - 48","17","x4"
"2009-06-24","16 - 18 - 24 - 51 - 53","16","x5"
"2009-06-20","3 - 11 - 18 - 22 - 28","33","x2"
"2009-06-17","5 - 9 - 37 - 42 - 53","27","x5"
"2009-06-13","13 - 16 - 20 - 35 - 41","6","x4"
"2009-06-10","15 - 26 - 27 - 42 - 58","37","x2"
"2009-06-06","10 - 18 - 23 - 30 - 45","2","x3"
"2009-06-03","16 - 20 - 22 - 32 - 37","9","x2"
"2009-05-30","1 - 23 - 42 - 51 - 59","20","x5"
"2009-05-27","5 - 6 - 12 - 16 - 21","7","x3"
"2009-05-23","19 - 23 - 34 - 52 - 57","21","x5"
"2009-05-20","23 - 30 - 31 - 35 - 42","6","x2"
"2009-05-16","6 - 7 - 31 - 40 - 56","38","x2"
"2009-05-13","19 - 30 - 32 - 37 - 40","37","x3"
"2009-05-09","4 - 15 - 32 - 49 - 58","21","x3"
"2009-05-06","7 - 8 - 12 - 22 - 31","18","x5"
"2009-05-02","3 - 20 - 38 - 42 - 45","27","x3"
"2009-04-29","6 - 19 - 36 - 50 - 59","13","x5"
"2009-04-25","8 - 26 - 30 - 42 - 52","15","x5"
"2009-04-22","15 - 22 - 30 - 37 - 48","12","x2"
"2009-04-18","7 - 15 - 28 - 43 - 44","20","x3"
"2009-04-15","16 - 22 - 26 - 27 - 59","5","x2"
"2009-04-11","7 - 28 - 35 - 46 - 49","20","x4"
"2009-04-08","1 - 6 - 48 - 52 - 56","9","x5"
"2009-04-04","14 - 21 - 50 - 57 - 58","7","x3"
"2009-04-01","2 - 9 - 33 - 41 - 54","14","x3"
"2009-03-28","2 - 3 - 16 - 41 - 48","19","x3"
"2009-03-25","10 - 20 - 23 - 47 - 54","26","x2"
"2009-03-21","19 - 23 - 27 - 49 - 52","21","x4"
"2009-03-18","16 - 26 - 29 - 41 - 45","1","x2"
"2009-03-14","7 - 30 - 33 - 44 - 51","10","x2"
"2009-03-11","3 - 7 - 13 - 34 - 47","30","x5"
"2009-03-07","21 - 27 - 28 - 56 - 59","21","x2"
"2009-03-04","1 - 6 - 44 - 49 - 55","36","x2"
"2009-02-28","3 - 16 - 20 - 42 - 58","7","x5"
"2009-02-25","17 - 32 - 42 - 49 - 56","11","x4"
"2009-02-21","13 - 31 - 41 - 45 - 46","21","x4"
"2009-02-18","2 - 15 - 39 - 44 - 56","15","x3"
"2009-02-14","2 - 8 - 9 - 33 - 45","5","x5"
"2009-02-11","5 - 10 - 22 - 45 - 49","37","x2"
"2009-02-07","5 - 18 - 20 - 28 - 53","27","x2"
"2009-02-04","7 - 24 - 30 - 32 - 44","18","x4"
"2009-01-31","1 - 14 - 26 - 33 - 41","37","x4"
"2009-01-28","5 - 10 - 18 - 23 - 32","4","x4"
"2009-01-24","6 - 20 - 25 - 37 - 42","25","x2"
"2009-01-21","20 - 26 - 38 - 46 - 54","23","x4"
"2009-01-17","2 - 5 - 9 - 23 - 59","26","x2"
"2009-01-14","8 - 25 - 34 - 39 - 46","34","x5"
"2009-01-10","8 - 10 - 18 - 43 - 56","9","x3"
"2009-01-07","23 - 31 - 33 - 38 - 52","24","x5"
"2009-01-03","17 - 22 - 24 - 38 - 55","24","x3"
"2008-12-31","7 - 8 - 11 - 17 - 53","36","x5"
"2008-12-27","12 - 15 - 26 - 31 - 43","10","x5"
"2008-12-24","2 - 17 - 22 - 32 - 41","8","x5"
"2008-12-20","3 - 14 - 19 - 32 - 54","24","x5"
"2008-12-17","7 - 11 - 18 - 24 - 30","26","x4"
"2008-12-13","14 - 26 - 28 - 31 - 40","13","x2"
"2008-12-10","6 - 15 - 24 - 37 - 41","37","x4"
"2008-12-06","9 - 35 - 39 - 43 - 53","10","x5"
"2008-12-03","16 - 17 - 21 - 25 - 55","3","x5"
"2008-11-29","5 - 33 - 36 - 39 - 55","21","x4"
"2008-11-26","11 - 26 - 31 - 34 - 52","14","x2"
"2008-11-22","17 - 19 - 26 - 32 - 45","14","x4"
"2008-11-19","8 - 13 - 38 - 39 - 45","31","x4"
"2008-11-15","3 - 7 - 8 - 12 - 44","37","x2"
"2008-11-12","1 - 18 - 25 - 29 - 45","2","x2"
"2008-11-08","2 - 4 - 21 - 36 - 40","41","x2"
"2008-11-05","4 - 8 - 18 - 33 - 36","32","x2"
"2008-11-01","4 - 6 - 26 - 40 - 41","15","x4"
"2008-10-29","20 - 30 - 37 - 50 - 52","33","x2"
"2008-10-25","1 - 3 - 14 - 38 - 48","2","x2"
"2008-10-22","10 - 17 - 33 - 51 - 52","5","x3"
"2008-10-18","10 - 14 - 32 - 40 - 49","15","x4"
"2008-10-15","3 - 13 - 32 - 38 - 48","13","x4"
"2008-10-11","3 - 7 - 17 - 39 - 47","9","x4"
"2008-10-08","2 - 12 - 17 - 48 - 54","2","x4"
"2008-10-04","1 - 4 - 26 - 32 - 39","18","x5"
"2008-10-01","8 - 9 - 39 - 43 - 55","26","x2"
"2008-09-27","13 - 24 - 29 - 40 - 52","29","x4"
"2008-09-24","5 - 13 - 21 - 32 - 36","33","x5"
"2008-09-20","6 - 28 - 30 - 40 - 47","24","x5"
"2008-09-17","12 - 23 - 26 - 32 - 44","20","x3"
"2008-09-13","7 - 17 - 29 - 43 - 51","38","x2"
"2008-09-10","14 - 15 - 28 - 37 - 53","18","x2"
"2008-09-06","17 - 25 - 26 - 49 - 54","11","x4"
"2008-09-03","38 - 40 - 46 - 49 - 50","34","x2"
"2008-08-30","2 - 14 - 15 - 32 - 47","36","x3"
"2008-08-27","13 - 31 - 36 - 48 - 49","11","x2"
"2008-08-23","18 - 24 - 33 - 47 - 48","23","x3"
"2008-08-20","15 - 16 - 24 - 35 - 47","26","x2"
"2008-08-16","5 - 34 - 40 - 43 - 52","20","x5"
"2008-08-13","5 - 10 - 19 - 23 - 31","26","x4"
"2008-08-09","32 - 40 - 43 - 49 - 53","21","x5"
"2008-08-06","5 - 24 - 36 - 37 - 51","19","x4"
"2008-08-02","2 - 5 - 28 - 33 - 54","30","x5"
"2008-07-30","3 - 25 - 45 - 51 - 55","13","x3"
"2008-07-26","12 - 13 - 21 - 51 - 55","18","x4"
"2008-07-23","11 - 14 - 35 - 41 - 52","2","x4"
"2008-07-19","6 - 28 - 46 - 53 - 55","2","x3"
"2008-07-16","3 - 15 - 23 - 29 - 42","17","x4"
"2008-07-12","2 - 12 - 20 - 22 - 50","17","x2"
"2008-07-09","5 - 7 - 31 - 49 - 53","14","x4"
"2008-07-05","1 - 24 - 34 - 47 - 48","18","x5"
"2008-07-02","4 - 33 - 46 - 48 - 52","17","x5"
"2008-06-28","14 - 26 - 32 - 34 - 44","6","x3"
"2008-06-25","14 - 21 - 25 - 45 - 53","9","x2"
"2008-06-21","7 - 8 - 9 - 31 - 50","31","x2"
"2008-06-18","9 - 12 - 31 - 39 - 52","32","x4"
"2008-06-14","9 - 11 - 20 - 31 - 50","14","x4"
"2008-06-11","7 - 18 - 21 - 28 - 49","1","x5"
"2008-06-07","12 - 26 - 34 - 44 - 48","9","x2"
"2008-06-04","5 - 18 - 20 - 40 - 52","3","x3"
"2008-05-31","3 - 9 - 14 - 17 - 25","8","x4"
"2008-05-28","10 - 18 - 22 - 37 - 45","9","x2"
"2008-05-24","33 - 40 - 41 - 51 - 52","6","x2"
"2008-05-21","7 - 16 - 21 - 33 - 42","25","x4"
"2008-05-17","12 - 14 - 15 - 21 - 43","30","x3"
"2008-05-14","19 - 21 - 29 - 32 - 46","32","x2"
"2008-05-10","7 - 18 - 30 - 41 - 45","6","x2"
"2008-05-07","9 - 25 - 26 - 28 - 42","26","x2"
"2008-05-03","2 - 28 - 36 - 42 - 46","40","x3"
"2008-04-30","1 - 17 - 25 - 43 - 51","38","x3"
"2008-04-26","7 - 12 - 17 - 27 - 45","24","x5"
"2008-04-23","11 - 20 - 21 - 22 - 39","1","x10"
"2008-04-19","13 - 19 - 24 - 33 - 39","8","x3"
"2008-04-16","11 - 16 - 18 - 21 - 51","16","x10"
"2008-04-12","11 - 29 - 48 - 52 - 55","36","x4"
"2008-04-09","3 - 13 - 19 - 32 - 46","18","x4"
"2008-04-05","12 - 27 - 30 - 37 - 47","26","x5"
"2008-04-02","1 - 34 - 37 - 44 - 55","33","x4"
"2008-03-29","18 - 20 - 25 - 31 - 36","7","x5"
"2008-03-26","9 - 12 - 20 - 37 - 49","17","x2"
"2008-03-22","7 - 25 - 28 - 46 - 48","19","x3"
"2008-03-19","6 - 8 - 29 - 41 - 49","42","x4"
"2008-03-15","6 - 22 - 42 - 43 - 47","16","x2"
"2008-03-12","12 - 19 - 30 - 34 - 36","8","x4"
"2008-03-08","17 - 29 - 31 - 34 - 49","16","x2"
"2008-03-05","10 - 15 - 16 - 23 - 31","5","x3"
"2008-03-01","2 - 19 - 21 - 31 - 55","19","x4"
"2008-02-27","20 - 24 - 37 - 48 - 53","11","x5"
"2008-02-23","8 - 13 - 23 - 29 - 47","32","x3"
"2008-02-20","9 - 12 - 20 - 22 - 36","31","x3"
"2008-02-16","3 - 4 - 8 - 20 - 49","18","x3"
"2008-02-13","13 - 19 - 32 - 38 - 51","30","x3"
"2008-02-09","4 - 23 - 24 - 30 - 43","28","x5"
"2008-02-06","3 - 5 - 12 - 42 - 43","5","x5"
"2008-02-02","14 - 16 - 25 - 26 - 44","30","x3"
"2008-01-30","2 - 17 - 41 - 54 - 55","17","x2"
"2008-01-26","11 - 35 - 39 - 53 - 54","24","x2"
"2008-01-23","4 - 16 - 35 - 47 - 48","39","x3"
"2008-01-19","20 - 23 - 25 - 27 - 28","2","x5"
"2008-01-16","9 - 18 - 19 - 38 - 47","11","x5"
"2008-01-12","23 - 39 - 43 - 47 - 53","14","x3"
"2008-01-09","2 - 13 - 20 - 21 - 23","24","x3"
"2008-01-05","4 - 11 - 16 - 33 - 40","9","x4"
"2008-01-02","2 - 11 - 31 - 34 - 48","5","x4"
"2007-12-29","8 - 12 - 17 - 35 - 49","18","x4"
"2007-12-26","8 - 32 - 41 - 54 - 55","20","x3"
"2007-12-22","5 - 10 - 11 - 34 - 38","21","x4"
"2007-12-19","15 - 18 - 22 - 23 - 42","37","x3"
"2007-12-15","22 - 37 - 47 - 48 - 50","17","x3"
"2007-12-12","7 - 14 - 33 - 40 - 55","15","x5"
"2007-12-08","4 - 8 - 25 - 29 - 31","41","x3"
"2007-12-05","1 - 8 - 15 - 21 - 55","41","x3"
"2007-12-01","7 - 32 - 39 - 41 - 55","13","x2"
"2007-11-28","8 - 23 - 32 - 37 - 39","38","x3"
"2007-11-24","1 - 7 - 13 - 23 - 35","19","x5"
"2007-11-21","3 - 11 - 13 - 20 - 40","20","x2"
